,Ratings,Full_review
1690,1,Worst laptop I ever had...it's slower than a tortoise. Stupid thing takes 10 minutes to start and 15 minutes to shut. No laptop service station is understanding the problem and asking more money to improvise the hardware. Worst decision ever.
1691,1,Very slow and not user friendly
1692,1,Worst experience
1693,1,"Worthless laptop, never recommend anyone."
1694,1,"Never buy this product,this device kills your precious time"
1695,4,"This is a good laptop if you want to use it for movies or microsoft offices but never buy it if you are a programmer. It takes 8 minutes pycharm to open, 15 minutes atom open, 6 minutes vs code to open."
1696,1,"Waste of money,very bad product, laptop is very slow"
1697,5,Excellent performance
1698,4,Working good after update.....
1699,4,Best for this price range.
1700,3,So slow
1701,1,Very Bad experience
1702,4,Nice Performance..
1703,1,Very bed performance laptop Don't buy this laptop
1704,1,"The Lappy was not fulfilling the purpose for which the same was purchased, it was always hanging and lagging."
1705,1,Laptop has slowed significantly
1706,1,It's so slow . Am just exhausted because of its speed. It will consume all your time to operate this laptop. It's slow as hell. Worst buying experience. Do not buy it . It can't open a word file. I atlast broke it .
1707,4,Product is upto the mark and for basic performance this laptop is perfect
1708,3,Good
1709,2,Worst laptop. Very slow performance.
1710,2,I purchased this laptop because of it's price but now I think it was a big mistake if you are reading this I request you not to purchase it. It is extremely slow and it's battery life is really bad. It gets irritating at time because it is too slow. And hang even while using a normal search engine. It would be better if you spend more 10000 and buy a better machine
1711,4,Very nice products
1712,5,"That's value for money......it's not a high performance machine but it's excellent in office,students,home usage,coding,light gameing,watching online content like Amazon prime videos,Netflix...ect. I'm using last 1 year 8 month...I don't have any issues in this laptop..... I'm strongly recommend this product....lenovo is doing good work....👍👍👍👍😊 I'm happy for the product....👍👍👍"
1713,1,Very very poor performance. Not even worth for 10k. At least i should have have buy good laptop with 10k worth in seconds which performs better. Very very disappointed with the product. I will not at all recommend this worst product. Please Don't go with rating and reviews. Check the performance lively before purchase it.
1714,3,"Iam using this laptop for about 9 months..... Firstly this laptop is not intended for heavy task , usually only for office works and media entertainment...This cannot be used for online class, because it have 0.2MP camera only... Don't use this as soon as booted , it take sometimes to gain its optimised state, It can't be used for multitasking, after windows 20h2 version battery about to be draining fast. If you are having experiencing crashes it is normal,, because 2.6gb of 4gb has been usi..."
1715,5,Worthy product
1716,1,I use this laptop last 2 months and this laptop performance is very bad processing is very slow look wise is very good but speed wise very bad
1717,4,I used last 3 months it is work smoothly not any issue. This value of money. Iam satisfy Amazing product.
1718,4,Good one
1719,5,Go For It ! Good Product
1720,4,Good product
1721,3,Very slow .. takes a while to switch between screens and hangs a lot . It is ok as we use for about 5-6 hours only in a day .
1722,1,Very bad
1723,2,Battery is too poor
1724,5,After using 10 months i am giving review. Problem- 1.This laptop is good but if you work on multitasking its disk used 100% so you fill like hanging laptop. When you add m.2 SSD this problem will be solved. 2. Its (elan)touchpad driver is not fully integrated with this cpu so it not work fully smoothly.  And all things are good in this laptop.
1725,1,Excellent design Poor performance.. Dead slow Battery charge is nt satisfactory
1726,1,"Do not buy this product very bad not working very slow,if you want to buy this go to olx and purchase old desktop, that may be working good then this."
1727,2,"Dispay have colour and glare, reflection of light. The dispay changes when seeing up side, down side way. The processor is very slow, with in few days got slow."
1728,3,best
1729,3,It's in a very good price but the system is slow. It's not too slow but slow. Which makes it irritating while working..it takes some time to open some applications. Planning to add 4GB more d hope it works faster. Rest all good..display good..battery good..sound is low but is manageable if ur using for working purposes. Processor Goodwood at thus price
1730,1,Camera is not working
1731,2,windows 10 not work properly in this systeam vrey slow and anti virus is only few days
1732,3,Nice ideapad but batty backup is short time
1733,3,Not good slowly
1734,1,Very slow. Even chorme not open.. Pl replaced my product
1735,1,"This laptop is good for nothing, it lags every time"
1736,4,Budge friendly...👌
1737,2,Performance is bad. Need to add more ram and an ssd disk to improve performance.
1738,3,good
1739,5,Not bad
1740,1,"Very slow laptop. After a month of using it this is my review; from the time of switching it on to switching it off it takes forever. Generally laptops become slow after using for a significant period of time, but this laptop is slow after a week of basic use of MS Word ONLY!"
1741,4,It's owsome
1742,5,Best of the best performance.....Trust worth and user friendly lapy....
1743,5,This product is not good but it's better !! Fastly hanged problem....& battery is discharge vry fast...so i think it's not good
1744,2,Good one for daily use but but slow Macfree is just for 1 month hanging in between and very slow processor Bad
1745,5,Nice laptop for beginners
1746,3,Laptop look is very good. Performance is very slow. Speed is too slow.
1747,5,I am Fully Happily Satisfied.
1748,5,Good quality.
1749,1,This is no have to more purchase in this Flipkart app this is very poor response and in responsibility this type app customer service less than 1 month this is the very very best waste and waste service to Flipkart no one respond no one call to me no one listen any problems no solve the problems this type of online business is very very very e shameless
1750,1,"Bought a month back, The worst product i have ever used !! Very very poor performance , never and ever buy this product ! Wish to breakdown to pieces but i spent around 28k"
1751,3,Takes too much time to start. Hanging problem.
1752,1,"Don't buy this..  Very ordinary processor, it hangs a lot.. Cannot use it even for official use..  Cheap things are not the best and best things are not cheap!!!  BUY HP or a DELL Latitude.."
1753,4,Don't think more?just go for it?
1754,3,Works very slow
1755,5,Nice!!!!! Good Budget Laptop.........Highly Recommended
1756,3,I am writing this Review after using this product after 1 & half month. I purchased this product for my wife which she is currently using for her office work. Good thing about this laptop is it has good screen and performance is also good. Keyboard has number which is again a useful feature for working person. Only thing which flipkart promised & was not fulfilled was it will come with 1 year mcafee antivirus protection it got expired in one month.
